seq_id	cluster	predicted_taxa	confidence	true_taxa
KC528985.1	2	-1	0.2988	16360
KU165701.1	2	45730	0.3948	27195
JN190985.1	2	63842	0.4148	14073
AF053170.1	2	39252	0.4069	70075
KC480396.1	2	63790	0.9202	63790
GQ870200.1	2	34431	0.7939	29171
MK391518.1	2	-1	0.3015	1278
DQ357591.1	2	10646	0.4429	65814
Z99950.1	2	56160	0.9448	56160
LC373515.1	2	8076	0.5293	21333
JQ354623.1	2	29804	1.0000	29804
AF382659.1	2	60955	0.6530	12178
EF661269.1	2	5629	0.9989	5805
KY039664.1	2	18308	0.4728	18320
KU350182.1	2	58234	0.9991	58234
KY010378.1	2	-1	0.2071	38334
AY524053.1	2	10456	0.6725	10456
MZ503731.1	2	-1	0.1017	62238
MF150948.1	2	33713	0.4500	29136
AY259093.2	2	-1	0.3161	22253
FJ009863.1	2	13141	0.9351	13141
FR873718.1	2	26620	0.5700	26625
KP764618.1	2	615	0.3592	18267
KY239269.1	2	20621	0.6560	9153
KY272125.1	2	39096	0.4481	60067
MK050428.1	2	13293	0.4552	14033
KF251255.1	2	29775	0.9914	65342
KY457508.1	2	63801	0.4808	59231
JX486071.1	2	73300	0.8149	73300
KR184965.1	2	3258	0.7414	8632
AF543270.1	2	44759	0.8431	44752
KF993466.1	2	-1	0.2299	36283
AF228189.1	2	-1	0.3304	995
MK431025.1	2	32351	0.8059	32351
KP230322.1	2	64026	0.4236	64477
MG197601.1	2	44536	0.9975	44536
KP967082.1	2	15378	0.4970	13159
GU233335.1	2	16813	0.7731	17363
MN610336.1	2	2746	0.9988	2746
AF336905.1	2	58085	0.4005	57540
OL985970.1	2	13756	0.7427	29178
AY843138.1	2	-1	0.2569	16329
JX426618.1	2	58315	0.3989	69997
GQ381141.1	2	-1	0.1523	21591
AY907097.1	2	55087	0.7777	39077
AJ232930.1	2	-1	0.2575	73102
KP858835.1	2	52646	0.5217	23861
MH050237.1	2	-1	0.2665	63032
KM594529.1	2	47951	0.6030	47993
AY971218.1	2	-1	0.3390	18243
GQ924192.1	2	5118	0.3578	5123
KM288871.1	2	12287	0.9987	12287
KP735239.1	2	19411	0.9503	19411
FJ037794.1	2	73200	0.3619	5978
KF935288.1	2	42788	0.9658	42788
AJ310786.1	2	46450	0.4831	12824
AY684433.1	2	6659	0.9373	6659
AB906675.1	2	42643	0.5013	33311
MK506796.1	2	-1	0.3068	49324
KJ461168.1	2	25700	0.5504	72840
FJ601836.1	2	18979	0.4105	6358
AY037167.1	2	36879	0.6808	37784
JF811069.1	2	55890	0.4299	49453
JQ776890.1	2	-1	0.2372	58140
AF439494.1	2	-1	0.3323	35798
MG832889.1	2	1857	0.3858	9811
KC205162.1	2	19559	0.5438	29922
KC764948.1	2	41815	0.7708	19121
MH245219.1	2	57739	0.8248	57739
MK109996.1	2	-1	0.2191	52089
MH781206.1	2	54135	0.5081	35585
KU557567.1	2	14432	0.3913	21358
EU827829.1	2	20471	0.6216	1471
KX963466.1	2	62001	0.9911	62001
KM893615.1	2	16300	0.7293	16300
AF538406.1	2	-1	0.2290	995
KJ804889.1	2	57552	0.8917	57552
HQ232195.1	2	-1	0.2565	881
DQ207892.1	2	12601	0.4608	56063
JN560202.1	2	39895	0.8386	62524
AY520657.1	2	56196	0.4901	32445
MN556265.1	2	59145	0.5266	1656
EF079397.1	2	38291	0.7919	46083
KP858896.1	2	18825	0.4561	23886
AY833655.1	2	54678	0.9975	54678
KX964498.1	2	17324	0.5046	17041
DQ273784.1	2	24617	0.9496	24617
JX644435.1	2	-1	0.2097	53639
DQ302953.1	2	-1	0.3300	21101
AF197582.1	2	12636	0.8663	12636
KJ675502.1	2	49354	0.5006	66564
MK988150.1	2	32594	0.3643	32593
MN761421.1	2	11299	0.4067	11801
MH768310.1	2	-1	0.3199	30308
JN166068.1	2	65138	0.5458	32266
JQ259049.2	2	23682	0.6646	354
JF792745.1	2	39877	0.5867	16680
MN864142.1	2	66205	0.9118	15027
MH888027.1	2	63801	0.9943	63801
OP297799.1	2	-1	0.2484	56963
KJ461222.1	2	67665	0.9817	67665
HQ688840.1	2	31622	0.7901	61543
MK207388.1	2	-1	0.3014	25527
MH768133.1	2	-1	0.3303	19603
KF805115.1	2	31784	0.7894	31784
DQ883800.1	2	45154	0.9221	15188
GU562870.1	2	32513	0.4661	18656
EU196876.1	2	540	0.3759	51129
MH509982.1	2	41815	0.5763	41815
KP858790.1	2	-1	0.2385	23835
MK066128.1	2	46623	0.9872	7068
JX046961.1	2	55748	0.9084	55748
DQ911452.1	2	66520	0.9968	66520
KC834065.1	2	5821	0.7996	43941
KC215331.1	2	20945	0.9868	20945
KP299531.1	2	-1	0.3233	52532
FJ695437.1	2	5052	0.9925	5052
DQ790020.1	2	42513	0.4496	1719
JX398995.1	2	36665	0.4147	51185
GU214518.1	2	-1	0.2717	44911
JN660890.1	2	5386	0.8297	44225
JX124478.1	2	-1	0.2947	8641
AF388637.1	2	6672	0.8037	30444
FJ037807.1	2	32676	0.4640	17617
AF289828.1	2	70753	0.5013	63749
KU902499.1	2	-1	0.3472	562
KT222654.1	2	16541	0.7347	30489
MW175337.1	2	27534	0.5213	35803
KY293425.1	2	29743	0.5190	29744
JX560218.1	2	-1	0.3028	63422
AF274255.1	2	3280	0.9716	3280
MW077547.1	2	30947	0.9655	54228
AF474291.1	2	35846	0.6489	31279
KR559463.1	2	36830	0.6023	47748
AY055390.1	2	-1	0.3429	3700
AJ566097.1	2	-1	0.2049	44235
JX481115.1	2	-1	0.1960	38918
DQ665989.1	2	51668	0.9887	51668
KM113806.1	2	-1	0.1296	46914
MN562152.1	2	45883	0.3783	20345
KX963489.1	2	32776	0.7680	62012
KX669036.1	2	-1	0.3404	29546
DQ246240.1	2	-1	0.2106	43958
KC758668.1	2	-1	0.2821	26244
AY742754.1	2	54088	0.9730	54088
MK005891.1	2	56022	0.4585	29328
MH117513.1	2	68867	0.6628	22153
AY506763.1	2	9452	0.7778	9452
MF447811.1	2	-1	0.2892	43862
AF321251.1	2	22303	0.9932	22303
AB299413.1	2	50565	0.5385	5742
AY150244.1	2	16311	0.6718	16311
KU682380.1	2	-1	0.3084	9793
KY105561.1	2	66514	0.9522	66514
AB003790.1	2	-1	0.1851	36237
KX961308.1	2	7700	0.7007	69283
KX926134.1	2	30487	0.4897	30520
KT338720.1	2	30817	0.5143	30817
EU090012.1	2	-1	0.3271	12957
MW063186.1	2	50349	0.9761	45091
AY623795.1	2	-1	0.3009	36526
AY676019.1	2	4347	0.8876	4347
HQ533008.1	2	-1	0.2613	4289
JX313374.1	2	-1	0.2570	14285
KX274239.1	2	-1	0.2663	36628
JN934763.1	2	55081	0.8231	48666
KP684253.1	2	49612	0.4800	25554
HM358778.1	2	26034	0.9786	26025
KT189161.1	2	-1	0.1606	31874
HQ224956.1	2	36270	0.8767	36270
AJ242051.1	2	9944	0.9574	9944
DQ146427.1	2	73295	0.9960	73295
KU872055.1	2	47732	0.8696	50174
FR773150.1	2	25540	0.3588	4848
HM627479.1	2	62528	0.5912	59642
AY676212.1	2	975	0.9385	975
KJ922042.1	2	4623	0.8181	4623
FJ710894.1	2	54377	0.4331	68815
KF212017.1	2	1684	0.4627	1663
HQ859041.1	2	-1	0.2747	25092
DQ123011.1	2	40643	0.9328	40643
KP789174.1	2	13556	0.5536	23688
GQ275368.1	2	-1	0.3017	72122
KF555991.1	2	37556	0.4565	37563
AY189105.1	2	55174	0.6610	55174
GQ324469.1	2	-1	0.2274	3866
GQ378070.1	2	-1	0.2824	9670
MH861505.1	2	26748	0.7063	45660
KJ396593.1	2	-1	0.2777	61144
KX494504.1	2	67845	0.9166	62952
DQ498078.1	2	30976	0.3943	14701
EU054887.1	2	33187	0.8439	33187
EF362984.1	2	-1	0.3035	45648
HM041807.1	2	7725	0.7916	7725
KY103037.1	2	7664	0.8459	19141
HM470255.1	2	54695	0.9064	54695
EU912057.1	2	27368	0.3715	28403
KR002034.1	2	-1	0.3279	73555
KU378826.1	2	-1	0.2815	22116
AF439460.1	2	-1	0.1417	54292
AY608203.1	2	10493	0.9430	10493
MK659905.1	2	10434	0.4512	10301
MH128730.1	2	27870	0.9954	27870
EF445720.1	2	48689	0.7091	45780
HM148067.1	2	14448	0.5090	14449
EF636454.1	2	-1	0.3143	66802
KM199330.1	2	8557	0.6607	51220
JF806446.1	2	39740	0.9072	39740
JQ773894.1	2	23079	0.6118	27356
EU363594.1	2	18911	0.5031	17908
JF683424.1	2	71025	0.7534	33858
KX257452.1	2	-1	0.2335	8732
AY617151.1	2	-1	0.2482	58087
AF481930.1	2	43468	0.6029	9565
AF202412.1	2	29421	0.6632	29420
AF506294.1	2	73377	0.4359	10785
JN542596.1	2	64277	0.6800	64277
AY971223.1	2	18248	0.9594	18248
GQ330439.1	-1	19398	0.9293	63891
FJ825327.1	2	40953	0.5617	40950
KF529550.1	2	-1	0.2864	55702
AY910743.1	2	4624	0.3513	18741
EU278602.1	2	5681	0.4611	5681
KC311151.1	2	16091	0.8930	16091
HQ646249.1	2	11076	0.7005	4199
JX870721.1	2	48002	0.7824	10083
JF521633.1	2	2021	0.5029	2027
AM501980.1	2	12626	0.6553	53372
KY295048.1	2	26085	0.5363	12063
AF239337.1	2	4311	0.4165	60136
HQ705323.1	2	-1	0.2213	35691
MT159628.1	2	6477	0.7558	45745
KU855729.1	2	40260	0.9737	40260
MT791073.1	2	31172	0.3802	72389
AF370028.1	2	-1	0.2353	48124
AY090051.1	2	12067	0.5949	3021
JX121558.1	2	31622	0.8680	31622
KF556005.1	2	37523	0.8911	37523
DQ335327.1	2	66762	0.9587	66762
EU791840.1	2	930	0.4401	42102
AY487565.1	2	11200	0.7222	20989
KU696988.1	2	-1	0.2970	64228
AY427496.1	2	-1	0.3385	70895
EU339736.1	2	-1	0.3255	44633
KY264172.1	2	47478	0.6280	42187
AF465871.1	2	-1	0.2923	41573
KX553947.1	2	-1	0.3246	45328
AF223486.1	2	30180	0.6331	30184
AF055749.1	2	60095	0.5216	60090
KP148893.1	2	49931	0.4368	5003
AY910746.1	2	-1	0.1894	54382
KF304546.1	2	35968	0.9605	35968
DQ872839.1	2	24806	0.3819	42531
KU211350.1	2	-1	0.2830	53033
EU165010.1	2	1636	0.8943	1636
MG027736.1	2	-1	0.1746	71258
EF467891.1	2	-1	0.3467	22842
MK737785.1	2	-1	0.1685	28720
KX842608.1	2	55739	0.9999	55739
KR215619.1	2	5555	0.9429	5555
MN065857.1	2	-1	0.2493	65880
AB375868.1	2	28598	0.4110	3399
HM475346.1	2	-1	0.3200	23455
MN809340.1	2	61032	0.9268	61032
KJ868769.1	2	-1	0.3263	5550
KF155705.1	2	10024	0.9543	10024
KU163375.1	2	63391	0.4993	63444
KC121290.1	2	38108	0.4846	38109
MK043351.1	2	-1	0.2355	23220
JN018280.1	2	-1	0.1813	12890
AY792865.1	2	20063	0.7280	71428
JN618521.1	2	18250	0.3830	47957
KY381604.1	2	13230	0.9607	13230
AF468918.1	2	30025	0.9772	30025
KP201362.1	2	-1	0.2325	6558
MN562097.1	2	-1	0.1758	56807
AY714369.1	2	19193	0.5157	27441
KJ399367.1	2	29866	0.4694	55622
MK050300.1	2	72578	0.7060	20985
EU489088.1	2	34431	0.6119	42723
GU248664.1	2	-1	0.1808	21564
JQ513411.1	2	-1	0.3183	18409
KM980197.1	2	38671	0.4319	18012
FJ939248.1	2	5408	0.4529	12025
EF196895.1	2	3258	0.6206	22571
FJ666029.1	2	26839	0.9657	26839
OP599633.1	2	68854	0.6525	60582
DQ406626.1	2	36348	0.9956	36348
MH229893.1	2	35699	0.9028	35699
KY239248.1	2	19437	0.3893	55437
MH559554.1	2	7541	0.7067	7528
MN879439.1	2	39252	0.4518	14787
KC861334.1	2	20096	0.4731	66707
KR002024.1	2	24211	0.6001	73551
KY860931.1	2	29630	0.7570	29630
KJ855495.1	2	-1	0.2432	28377
AF190366.1	2	-1	0.2663	25724
EU791825.1	2	-1	0.3334	55699
FJ717816.1	2	55735	0.7402	55729
DQ289683.1	2	53195	0.3925	19832
KP201661.1	2	19293	0.9701	19293
KY632568.1	2	35875	0.9984	35875
AF351094.2	2	43533	0.8905	28930
AF416414.1	2	44303	0.6538	40276
JF899221.1	2	18812	0.4823	64603
KP829226.1	2	54531	0.3823	51802
KY103384.1	2	69029	0.5813	24997
AF431931.1	2	-1	0.2325	65857
AY545725.1	2	12998	0.7558	12998
AY268462.1	2	45549	0.6741	38025
AF032748.1	2	53869	0.8639	13266
JX629853.1	2	28300	0.9704	28300
KP124420.1	2	34397	0.4114	2601
AF293900.1	2	48969	0.6003	48845
KR184011.1	2	61218	0.9484	50782
KC523223.1	2	41884	0.9094	41897
AF423937.1	2	12159	0.5494	12159
EF137355.1	2	7254	0.5702	7254
HQ615102.1	2	28427	0.4773	24005
KT366051.1	2	35762	0.8005	35762
KM491870.1	2	66448	0.6542	52932
KR704090.1	2	66040	0.8173	66037
AF169842.1	2	64926	0.5157	33863
JX403841.1	2	12458	0.4301	63098
AF458604.1	2	66762	0.8669	66762
KT389973.1	2	3366	0.9678	3366
KJ995580.1	2	58359	0.8188	58339
KJ877253.1	2	68318	0.6288	22270
KJ557928.1	2	-1	0.2169	2442
KF360395.1	2	8967	0.9989	28087
KF732349.1	2	-1	0.1882	68250
FJ793095.1	2	24176	0.9135	24176
JQ956562.1	2	-1	0.3287	5034
MH859151.1	2	67944	0.8306	19009
MG604305.1	2	69459	0.4923	60536
AY189086.1	2	42039	0.7094	42039
MN825884.1	2	-1	0.2783	35222
KJ697764.1	2	29683	0.3702	32381
MK787033.1	2	-1	0.1523	44567
KR149440.1	2	-1	0.2101	30291
GU180627.1	2	59030	0.9939	59030
DQ829796.1	2	66025	0.6580	66025
AF046993.1	2	72125	0.6654	13978
U56775.1	2	-1	0.1564	4043
FJ945957.1	2	-1	0.2286	69137
KT222423.1	2	18447	0.7191	47253
KF912885.1	2	59919	0.8257	55568
KT802800.1	2	7241	0.6410	7241
GQ326910.1	2	25052	0.8354	32613
KF696363.1	2	-1	0.1522	54074
EU275051.1	2	60439	0.3794	8216
KF547226.1	2	-1	0.2909	6405
KC200930.1	2	-1	0.2363	241
DQ790054.1	2	-1	0.2692	49864
MH781149.1	2	335	0.7578	335
KU204084.1	2	12603	0.9175	12603
AF444623.1	2	38509	0.7857	15430
MH307751.1	2	11016	0.6989	18046
MF193511.1	2	62427	0.7207	62449
AF088802.1	2	-1	0.3201	9018
AF519279.2	2	-1	0.1805	51820
AY181864.1	2	-1	0.1017	66444
GQ866462.1	2	57830	0.7488	57830
MH763726.1	2	52832	0.7585	52832
KU559450.1	-1	36633	0.8826	36633
AF421767.1	2	36518	0.5948	44685
FJ434163.1	2	14334	0.4447	14321
FJ550445.1	2	-1	0.2025	23718
AB000955.1	2	67441	0.7096	67433
KX887298.1	2	16257	0.9736	24154
MK683247.1	2	-1	0.2886	71630
KP744465.1	2	18250	0.8924	57407
AF286281.1	2	-1	0.2423	34056
KF770684.1	2	65799	0.4509	35856
HM593915.1	2	59919	0.9760	59914
JX233748.1	2	-1	0.2939	68157
EU336182.1	2	45347	0.5884	45347
AF465888.1	2	58787	0.3876	63380
JX407328.1	2	17272	0.6827	16982
JX506437.1	2	-1	0.1673	1501
KC861358.1	2	28971	0.6796	29036
AF225207.1	2	7541	0.6956	3350
AY792860.1	2	-1	0.3444	71424
MK207259.1	2	49886	0.3533	25528
KM401576.1	2	29519	0.9687	63825
FJ176880.1	2	29404	0.7874	29404
KP148857.1	2	-1	0.3026	4975
FJ889448.1	2	-1	0.2496	21356
JX144199.1	2	34109	0.8412	29622
MN244201.1	2	-1	0.2924	38172
KP227405.1	2	18316	0.5864	72230
EF445671.1	2	-1	0.3273	16738
GQ344534.1	2	44759	0.5802	44760
MK683487.1	2	12659	0.8247	10037
KT338776.1	2	55290	0.9566	54128
MT935310.1	2	52203	0.7614	17179
HM161593.1	2	-1	0.3180	71018
HM191720.1	2	-1	0.1691	33219
KM065016.1	2	30559	0.3715	72792
KP258380.1	5	29213	1.0000	29213
KU529974.1	2	55718	0.7132	32289
JF461359.1	2	63951	0.7641	63966
KC905462.1	2	34397	0.6238	34233
KF840801.1	2	279	0.3741	48297
JX134644.1	2	52964	0.5079	52964
MF034481.1	2	13995	0.4400	3439
MF944273.1	2	21905	0.3928	22522
KX951349.1	2	4107	0.6535	14278
JQ858254.1	2	63417	0.3793	39764
AF477655.1	2	30339	0.9932	30339
MH710680.1	2	-1	0.2992	55012
MH558738.1	2	-1	0.3469	31727
AF485112.1	2	7362	0.9862	7362
JQ991120.1	2	38069	0.4813	15849
AF368516.1	2	70167	0.8666	24608
MG639999.1	2	-1	0.3037	29218
KY074658.1	2	47009	0.4787	5777
MG694930.1	2	-1	0.3348	28953
GU944558.1	2	50349	0.6562	50416
EF560936.1	2	24211	0.6949	66680
MF150085.1	2	58340	0.4286	58340
JN206386.1	2	44418	0.4592	71009
KU203843.1	2	48689	0.4387	48672
KR872619.1	2	-1	0.1805	60301
FJ491682.1	2	55447	0.9447	5774
AF474298.1	2	7003	0.6376	44107
MN433512.1	2	60509	0.6806	13489
EU478103.1	2	38140	0.4076	18279
KC869791.1	2	42735	0.9731	42735
AY561998.1	2	32278	0.9014	53747
KJ413188.1	2	54741	0.9646	54741
HQ633001.1	2	14000	0.6944	21793
AF387524.1	2	-1	0.2276	67204
KP641640.1	2	16455	0.4776	34929
HQ858969.1	2	25079	0.7754	25074
EU486856.1	2	29366	0.4043	25205
KJ535201.1	2	35083	0.9283	61661
EU152634.1	2	30191	0.9364	53100
MG825743.1	2	8967	0.6518	16234
AY700189.1	2	-1	0.3120	6483
KT215240.1	2	-1	0.2598	47281
FJ169552.1	2	8450	0.4147	39032
AY911578.1	2	12904	0.4687	70535
KU682368.1	2	-1	0.3448	9786
KU569491.1	2	6661	0.6164	6661
KY174459.1	2	38226	0.5284	38226
MK253179.1	2	-1	0.2340	39456
MH613387.1	2	53780	0.8611	33687
KY077100.1	2	32432	0.9092	41308
KF015330.1	2	46863	0.9977	46863
GQ246480.1	2	55087	0.7655	24721
JF893875.1	2	53136	0.5669	36684
JN811150.1	2	8934	0.6506	39551
MK020485.1	2	16300	0.5112	14906
JX997105.1	2	-1	0.3158	50375
MG835810.1	2	26085	0.5037	26085
DQ916864.1	2	17849	0.7551	65977
MW759262.1	2	72727	0.5645	39648
KY295036.1	2	1492	0.6164	25845
EF577319.1	2	-1	0.1771	67405
AY728806.1	2	34097	0.3858	62143
JN790616.1	2	36320	0.7157	59586
AY588967.1	2	42074	0.9998	42074
JQ736823.1	2	24629	0.7716	28117
AF478785.1	2	18794	0.6341	59738
AF408365.1	2	-1	0.1343	32143
KC332240.1	2	22718	0.9947	22718
MT347764.1	2	46280	0.7848	43581
JN990114.2	2	55847	0.5067	18135
AJ608647.1	2	18445	0.3900	36329
GU214695.1	2	5777	0.4380	72848
JN184410.1	2	57970	0.9744	57970
AY544657.1	2	-1	0.1639	15197
MH357175.1	2	-1	0.3373	52364
AJ287269.1	2	7409	0.9768	7409
LC731939.1	2	-1	0.3363	64975
EF560853.1	2	-1	0.2852	66651
JN634753.1	2	-1	0.2736	48043
MK034042.1	2	52820	0.8084	20274
GQ424308.1	2	12628	0.5852	22388
DQ768728.1	2	-1	0.2831	44354
EU850398.1	2	66527	0.4146	40332
MT774679.1	2	-1	0.2802	10685
FJ813598.1	2	69874	0.9604	69874
KU975787.1	2	15122	0.3529	49852
EU816709.1	2	18613	0.4787	48483
EF669936.1	2	5681	0.9883	5681
AF149335.1	2	20607	0.4505	48389
HQ832884.1	2	9205	0.3858	54360
HQ630328.1	2	9863	0.4820	38979
AB250172.1	2	-1	0.3440	59337
AY555848.1	2	-1	0.1998	33756
KJ467186.1	2	39897	0.8781	39897
MZ595896.1	2	26897	0.5377	15563
JN206083.1	2	63108	0.4855	43599
JX856451.1	2	53563	0.7112	25537
KJ451194.1	2	58620	0.4484	56449
DQ780379.1	2	6477	0.6312	14475
DQ238322.1	2	13473	0.9762	13473
AF124053.1	2	5068	0.9943	5068
KX611110.1	2	24657	0.5910	65915
JX193653.1	2	64026	0.3559	71857
JN936994.1	2	5558	0.4012	35729
KX503243.1	2	59996	0.4981	22272
DQ499101.1	2	-1	0.1461	23366
MH986149.1	2	-1	0.3496	15970
GU969148.1	2	9854	0.4502	49386
KF409458.1	2	70288	0.4476	26414
JN631391.1	2	61561	0.9290	61561
KY016342.1	2	65985	0.5048	15090
EU302159.1	2	55976	0.3954	31510
JX010230.1	2	6471	0.4970	15536
DQ479117.1	2	-1	0.2319	47488
EF514643.1	2	62528	0.4952	15136
MH520964.1	2	8144	0.9950	8144
EU584290.1	2	-1	0.2058	19260
HQ456430.1	2	4624	0.4470	4609
MN295305.1	2	37200	0.4582	25877
HQ203316.1	2	29848	0.6435	23516
U59791.1	2	52495	0.5489	52495
HQ615146.1	2	-1	0.3041	8644
AY040417.1	2	21112	0.6719	39192
HM751503.1	2	61778	0.4395	754
FJ914915.1	2	41650	0.3915	46608
KP278212.1	2	57676	0.6165	30394
NR_119415.2	2	34692	0.7701	24565
KY047237.1	2	61228	0.8011	61228
AY875768.1	2	64112	0.7864	64112
MW187061.1	2	52156	0.4903	17239
KR873251.1	2	32318	0.5268	63086
U38759.1	2	23606	0.7193	23606
LC175308.1	2	72931	0.6875	70723
AF493450.1	2	58704	0.6079	58697
KX247534.1	2	7599	0.8486	7599
FN547508.1	2	498	0.9948	498
JN863997.1	2	58359	0.9970	58359
LC313955.1	2	-1	0.2567	67404
KY421056.1	2	15377	0.7598	45730
JQ360102.1	2	38549	0.9845	38549
EU419958.1	2	16103	0.4564	16103
KU855011.1	2	70105	0.6894	55708
AF157161.1	2	66929	0.4412	66929
KY173460.1	2	51656	0.9428	60465
JN118568.1	2	-1	0.2535	9523
AY245765.1	2	-1	0.1650	46051
FR773146.1	2	-1	0.1722	59281
FJ752746.1	2	8561	0.7660	45100
KT201648.1	2	67180	0.4675	52822
MG593539.1	2	16490	0.9992	16490
KY966451.1	2	9419	0.6506	9357
KU902492.1	2	40741	0.3655	519
JX645233.1	2	35701	0.3560	56204
KP303684.1	2	-1	0.2312	32955
FJ907968.1	2	19187	0.9030	19197
MT347914.1	2	5097	0.4308	31052
KP148936.1	2	13405	0.6191	24981
GU110772.1	2	60509	0.4003	23921
KF673269.1	2	-1	0.2626	68864
AF289764.1	2	-1	0.2928	21536
KJ733397.1	2	-1	0.2368	14710
MT935037.1	2	-1	0.3082	16967
MK056262.1	2	330	0.7016	13180
JQ690363.1	2	44277	0.9224	44277
AY259080.1	2	67206	0.7892	24642
MN080280.1	2	-1	0.3140	55511
GQ330328.1	2	55389	0.9357	20508
MF465009.1	2	23983	0.9703	28125
KP317596.1	2	13622	0.3573	13619
KU940127.1	2	69439	0.6164	63100
ON555811.1	2	26856	0.8908	26899
KY858442.1	2	36823	0.3540	63655
MK967965.1	2	43533	0.8698	39607
X77703.1	2	-1	0.2116	59129
MN783321.1	2	9613	0.5295	40303
KX900712.1	2	6464	0.3734	41634
KF471194.1	2	49623	0.7322	54380
GQ227794.1	2	34109	0.9884	14537
LR756519.1	2	60295	0.3847	5336
KP092661.1	2	43533	0.4068	24214
KY858359.1	2	24806	0.4318	44511
KY552503.1	2	21112	0.5660	24071
AY544722.1	2	22901	0.9329	22901
KF561972.1	2	52156	0.7231	2801
MN177605.1	2	-1	0.2561	27607
KR081612.1	2	-1	0.2417	29315
AY209296.1	2	-1	0.2231	47592
KF697232.1	2	41896	0.4638	34425
GQ246129.1	2	29632	0.9870	29632
GU724301.1	2	62292	0.9570	62292
DQ461797.1	2	41234	0.8872	41234
KX714738.1	2	39897	0.4215	16493
KM044460.1	2	42764	0.3948	41393
JQ000080.1	2	40958	0.5011	63045
AF470493.1	2	-1	0.3243	19441
KC177745.1	2	41514	0.3974	45487
JF831808.1	2	8363	0.9845	8363
HQ691220.1	2	5022	0.9935	5022
HM483397.1	2	-1	0.3012	68842
KC177732.1	2	7838	0.3811	15165
AY879798.1	2	69652	0.8874	61649
KM215145.1	2	24282	0.9818	24282
AF149369.1	2	-1	0.2207	57572
AY740881.1	2	24175	0.4276	24169
AF186505.1	2	40741	0.4077	40739
FJ542761.1	2	65588	0.3546	33636
KJ560898.1	2	10605	0.7168	10605
AF388621.1	2	-1	0.2540	52682
KF488085.1	2	-1	0.1347	26963
AF537548.1	2	48519	0.5357	26351
JX203526.1	2	12225	0.8874	12225
MK013148.1	2	62753	0.6281	5290
FJ394712.1	2	18635	0.8125	34194
GQ244428.2	2	29439	0.7927	29439
JN900287.1	2	-1	0.2163	59096
AY121182.1	2	39630	0.7931	39630
FJ694706.1	2	11665	0.9237	11665
FJ801447.1	2	53034	0.4896	53034
MN747481.1	2	13269	0.3875	6056
JN543844.1	2	48633	0.8469	6024
EU586938.1	2	29279	0.5482	18224
KU563625.1	2	37325	0.4788	17551
AF186520.1	2	-1	0.3299	40726
DQ822483.1	2	-1	0.2481	16160
KY102011.1	2	43814	0.5159	-1
AY171036.1	2	66867	0.9701	50720
HM245352.1	2	8557	0.6314	8557
KM659176.1	2	4332	0.3761	4864
KF556062.1	2	37539	0.5330	37539
AJ428114.1	2	-1	0.2967	17535
LT594152.1	2	52146	0.4840	41648
FR846196.1	2	58232	0.4256	68204
KJ685205.1	2	39234	0.9851	39234
KX789683.1	2	8239	0.5191	45299
AF147179.1	2	27217	0.9327	27217
EU259272.1	2	-1	0.1890	31376
AM086682.1	2	-1	0.3329	72934
KC855074.1	2	29446	0.9036	29446
KU747111.1	2	62166	0.9497	62166
AY485703.1	2	20678	0.9577	20678
KU720152.1	2	13162	0.9247	13162
KX622161.1	2	22227	0.3817	51333
KY438064.1	2	2484	0.4977	3179
LT899796.1	2	11065	0.3831	67313
DQ367463.1	2	-1	0.3171	73563
JQ360090.1	2	38566	0.5196	38549
AF115239.1	2	27398	0.6709	51851
KY565275.1	2	14575	0.7304	43164
JN114718.1	2	49419	0.8249	68631
KY856446.1	2	2965	0.6191	15597
EU168964.1	2	11382	0.4540	4918
KX686912.1	2	1713	0.8739	25035
GQ118271.1	2	51585	0.4264	55527
KT338762.1	2	64600	0.5979	45584
OM295683.1	2	59119	0.4806	3830
AF262839.1	2	73377	0.4287	54419
KR087551.1	2	21065	0.9613	9763
AY562083.1	2	8946	0.7702	53747
MF326007.1	2	59820	0.6284	56726
EF538201.1	2	34397	0.7831	26691
KU832531.1	2	-1	0.1938	25154
KP244967.1	2	62589	0.6722	12818
KY966684.1	2	71496	0.8702	71496
KP684263.1	2	49612	0.7979	25562
EU528606.1	2	6625	0.4244	13282
KP267796.1	2	64330	0.5074	20922
KX610058.1	2	-1	0.2855	26714
AY545755.1	2	-1	0.2362	55279
MH558159.1	2	615	0.6566	38521
KC989709.1	2	36180	0.8174	36180
EU729646.1	2	-1	0.2355	34488
KX235181.1	2	66820	0.5663	17634
KX257473.1	2	20096	0.5386	10419
MG256796.1	2	58359	0.4379	29446
MW839880.1	2	21335	0.8287	21246
AY009807.1	2	67550	0.4041	37575
AF026591.1	2	27538	0.8209	27538
ON763203.1	2	47480	0.4979	28337
KJ887425.1	2	-1	0.3242	38794
OM296136.1	2	32286	0.8202	9190
AY630330.1	2	51424	0.3888	51451
MK377342.1	2	36162	0.9926	46803
KF732468.1	2	52146	0.3798	52283
EF486865.1	2	56640	0.7432	56640
MH864976.1	2	68926	0.5775	58084
KY381611.1	2	58234	0.6305	37865
MH364387.1	2	12357	0.8970	12357
MN096197.1	2	16813	0.6645	34736
HQ645290.1	2	26397	0.4887	26362
JF950559.1	2	58315	0.7351	30719
KR082783.1	2	66687	0.9619	29032
KC905511.1	2	34397	0.9693	34360
JX901764.1	2	18048	0.7159	37354
MF964013.1	2	-1	0.3496	51690
